Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
6550646,00000040,false,Rx,9,3,B0,01,10,00,00,00,00,00,
6551329,00000010,false,Rx,9,3,B0,0B,00,00,00,00,00,00,
6559454,00000008,false,Rx,9,3,B0,01,10,00,00,00,00,00,
6560976,00000010,false,Rx,9,7,B0,01,10,11,10,0D,00,00,
6565451,000000AA,false,Rx,9,2,AA,04,00,00,00,00,00,00,
6570667,00000040,false,Rx,9,3,B0,01,10,00,00,00,00,00,
6571335,00000010,false,Rx,9,3,B0,0B,00,00,00,00,00,00,
6579567,00000008,false,Rx,9,5,B0,01,10,0C,A0,00,00,00,
6590429,0000029C,false,Rx,9,3,03,00,1A,00,00,00,00,00,
6590448,00000010,false,Rx,9,7,B0,01,10,11,10,0D,00,00,
6590795,000000AA,false,Rx,9,2,AA,04,00,00,00,00,00,00,
6591452,00000040,false,Rx,9,3,B0,01,10,00,00,00,00,00,
6592194,00000010,false,Rx,9,3,B0,0B,00,00,00,00,00,00,
6599440,00000008,false,Rx,9,3,B0,01,10,00,00,00,00,00,
6600639,000002BC,false,Rx,9,3,03,00,0B,00,00,00,00,00,
6601614,00000010,false,Rx,9,7,B0,01,10,11,10,0D,00,00,
6605451,000000AA,false,Rx,9,2,AA,04,00,00,00,00,00,00,
6610618,00000040,false,Rx,9,3,B0,01,10,00,00,00,00,00,
6611259,00000010,false,Rx,9,3,B0,0B,00,00,00,00,00,00,
6615653,00000010,false,Rx,9,3,B0,0E,00,00,00,00,00,00,
6619384,00000008,false,Rx,9,3,B0,01,10,00,00,00,00,00,
6628622,000002B4,false,Rx,9,3,03,00,0A,00,00,00,00,00,
6630601,00000010,false,Rx,9,7,B0,01,10,11,10,0D,00,00,
6630625,000000AA,false,Rx,9,2,AA,04,00,00,00,00,00,00,
6631038,00000040,false,Rx,9,3,B0,01,10,00,00,00,00,00,
6631709,00000010,false,Rx,9,3,B0,0B,00,00,00,00,00,00,
6635924,00000040,false,Rx,9,7,B0,92,FF,FF,93,E5,00,00,
6639394,00000008,false,Rx,9,3,B0,01,10,00,00,00,00,00,
6652108,000003AC,false,Rx,9,3,03,00,1D,00,00,00,00,00,
6653112,00000010,false,Rx,9,7,B0,01,10,11,10,0D,00,00,
6653771,000000AA,false,Rx,9,2,AA,04,00,00,00,00,00,00,
6654476,00000040,false,Rx,9,3,B0,01,10,00,00,00,00,00,
6655246,00000010,false,Rx,9,3,B0,0B,00,00,00,00,00,00,
6659424,00000008,false,Rx,9,3,B0,01,10,00,00,00,00,00,
6670842,000003A4,false,Rx,9,3,03,00,2C,00,00,00,00,00,
6670862,00000010,false,Rx,9,7,B0,01,10,11,10,0D,00,00,
6671449,000000AA,false,Rx,9,2,AA,04,00,00,00,00,00,00,
6672220,00000040,false,Rx,9,3,B0,01,10,00,00,00,00,00,
6672875,00000010,false,Rx,9,3,B0,0B,00,00,00,00,00,00,
6679444,00000008,false,Rx,9,3,B0,01,10,00,00,00,00,00,
6684247,00000040,false,Rx,9,3,B0,14,00,00,00,00,00,00,
6685223,00000010,false,Rx,9,7,B0,01,10,11,10,0D,00,00,
6685879,000000AA,false,Rx,9,2,AA,04,00,00,00,00,00,00,
6690846,00000040,false,Rx,9,3,B0,01,10,00,00,00,00,00,
6691331,00000010,false,Rx,9,3,B0,0B,00,00,00,00,00,00,
6695599,00000010,false,Rx,9,3,B0,0E,00,00,00,00,00,00,
6699435,00000008,false,Rx,9,3,B0,01,10,00,00,00,00,00,
6700705,00000040,false,Rx,9,3,B0,14,00,00,00,00,00,00,
6701346,0000029C,false,Rx,9,3,03,00,1A,00,00,00,00,00,
6702370,00000010,false,Rx,9,7,B0,01,10,11,10,0D,00,00,
6705463,000000AA,false,Rx,9,2,AA,04,00,00,00,00,00,00,
6710851,00000040,false,Rx,9,3,B0,01,10,00,00,00,00,00,
6711356,00000010,false,Rx,9,3,B0,0B,00,00,00,00,00,00,
6719431,00000008,false,Rx,9,3,B0,01,10,00,00,00,00,00,
6720617,00000040,false,Rx,9,3,B0,14,00,00,00,00,00,00,
6721278,000002BC,false,Rx,9,3,03,00,0B,00,00,00,00,00,
6722359,00000010,false,Rx,9,7,B0,01,10,11,10,0D,00,00,
6725451,000000AA,false,Rx,9,2,AA,04,00,00,00,00,00,00,
6736177,00000040,false,Rx,9,3,B0,01,10,00,00,00,00,00,
6736210,00000010,false,Rx,9,3,B0,0B,00,00,00,00,00,00,
6739607,00000008,false,Rx,9,3,B0,01,10,00,00,00,00,00,
6749102,00000040,false,Rx,9,3,B0,14,00,00,00,00,00,00,
6751008,000002B4,false,Rx,9,3,03,00,0A,00,00,00,00,00,
6751028,00000010,false,Rx,9,7,B0,01,10,11,10,0D,00,00,
6751513,000000AA,false,Rx,9,2,AA,04,00,00,00,00,00,00,
6752176,00000040,false,Rx,9,3,B0,01,10,00,00,00,00,00,
6752941,00000010,false,Rx,9,3,B0,0B,00,00,00,00,00,00,
6759407,00000008,false,Rx,9,3,B0,01,10,00,00,00,00,00,
6760689,00000040,false,Rx,9,3,B0,14,00,00,00,00,00,00,
6761330,000003AC,false,Rx,9,3,03,00,1D,00,00,00,00,00,
6762343,00000010,false,Rx,9,7,B0,01,10,11,10,0D,00,00,
6765435,000000AA,false,Rx,9,2,AA,04,00,00,00,00,00,00,
6770993,00000040,false,Rx,9,3,B0,01,10,00,00,00,00,00,
6771364,00000010,false,Rx,9,3,B0,0B,00,00,00,00,00,00,
6775611,00000010,false,Rx,9,3,B0,0E,00,00,00,00,00,00,
6779560,00000008,false,Rx,9,5,B0,01,10,0C,A0,00,00,00,
6788587,00000040,false,Rx,9,3,B0,14,00,00,00,00,00,00,
6789351,000003A4,false,Rx,9,3,03,00,2C,00,00,00,00,00,
6791083,00000010,false,Rx,9,7,B0,01,10,11,10,0D,00,00,
6791103,000000AA,false,Rx,9,2,AA,04,00,00,00,00,00,00,
6791717,00000040,false,Rx,9,3,B0,01,10,00,00,00,00,00,
6792527,00000010,false,Rx,9,3,B0,0B,00,00,00,00,00,00,
6799454,00000008,false,Rx,9,3,B0,01,10,00,00,00,00,00,
6812085,00000040,false,Rx,9,3,B0,14,00,00,00,00,00,00,
6813093,00000010,false,Rx,9,7,B0,01,10,11,10,0D,00,00,
6813754,000000AA,false,Rx,9,2,AA,04,00,00,00,00,00,00,
6814516,00000040,false,Rx,9,3,B0,01,10,00,00,00,00,00,
6815169,00000010,false,Rx,9,3,B0,0B,00,00,00,00,00,00,
6819432,00000008,false,Rx,9,3,B0,01,10,00,00,00,00,00,
6831306,00000040,false,Rx,9,3,B0,14,00,00,00,00,00,00,
6831325,0000029C,false,Rx,9,3,03,00,1A,00,00,00,00,00,
6831597,00000010,false,Rx,9,7,B0,01,10,11,10,0D,00,00,
6832155,000000AA,false,Rx,9,2,AA,04,00,00,00,00,00,00,
6832872,00000040,false,Rx,9,3,B0,01,10,00,00,00,00,00,
6833662,00000010,false,Rx,9,3,B0,0B,00,00,00,00,00,00,
6835927,00000040,false,Rx,9,7,B0,92,FF,FF,93,E5,00,00,
6839343,00000008,false,Rx,9,3,B0,01,10,00,00,00,00,00,
